"BE1_ranks","gene","genetype","ranks"
0.0862356529924753,"TRPC4","Nuclear",20215
0.0861934697495527,"MT1A","Nuclear",20214
0.086103568689347,"PRDM2","Nuclear",20213
0.0860902360089978,"RAD9B","Nuclear",20212
0.0860778611468581,"HPSE","Nuclear",20211
0.0860776832772869,"AC021087.1","Nuclear",20210
0.0860700675016635,"AC026992.1","Nuclear",20209
0.0860683366271095,"FGFR1","Nuclear",20208
0.0860642335448996,"OTUB1","Nuclear",20207
0.0860295175546223,"GABPB2","Nuclear",20206
0.0860060702383606,"ITGA4","Nuclear",20205
0.0860052918866813,"ERH","Nuclear",20204
0.0859590965393676,"BRMS1L","Nuclear",20203
0.0858668890096158,"PSAP","Nuclear",20202
0.0858446285017082,"CHST3","Nuclear",20201
0.0858129098731528,"AGPAT5","Nuclear",20200
0.0857716838432162,"EMP1","Nuclear",20199
0.0857621445936688,"AC012101.2","Nuclear",20198
0.0857365973647934,"GOLT1A","Nuclear",20197
0.0857283846651907,"SLC30A5","Nuclear",20196
0.0857150239277748,"AC024075.2","Nuclear",20195
0.0856466596555306,"SYNJ1","Nuclear",20194
0.0856423903489192,"Z99496.2","Nuclear",20193
0.0855739679698325,"PDIA6","Nuclear",20192
0.0855172307369248,"MYCBP2-AS1","Nuclear",20191
0.0855115835519883,"NPIPB2","Nuclear",20190
0.0854898472081491,"POTEF","Nuclear",20189
0.0854066443457631,"AC021092.1","Nuclear",20188
0.0854002451897306,"OMG","Nuclear",20187
0.0853872886780618,"KTN1","Nuclear",20186
